,sent_type,university,sent_id,aligned_to,original_sentence,translation,word_id,first_cs_word_form,first_cs_word_translation,frequency_negative_ln_first_cs_word_trans,surprisal_first_cs_word_trans,pos_tag_first_cs_word_trans,governor_first_cs_word_trans,deprel_first_cs_word_trans,surprisal_values,average_surprisal,bilingual_corpus_frequency_negative_log_first_cs_word,bilingual_corpus_frequency_negative_log_first_cs_word_trans,length_first_cs_word_form,length_first_cs_word_trans,dependency_distance,if_it_is_root,if_previous_word_is_punctuation,surprisal_of_previous_word
2447,non-code-switch,PIT,642,PIT_71, ,空调 和 说明书 完整 放在 原装 箱子 里 ， 带有 原来 的 塑料 泡沫 ， 非常 方便 搬运 。,13,,塑料,38.42977079635054,4.7450529999999995,NN,14,compound:nn,5.445959 1.980934 5.414015 4.961311 4.060985 6.472175 5.996245 0.8236372 0.69897 4.12674 4.036592 0.328867 4.745053 2.934478 1.06558 4.002659 2.068186 5.367229 1.440909,3.4721328526315784,,12.012245148550015,,2,1,0,0.0,0.328867
2449,non-code-switch,PIT,4246,PIT_72, ,非常 适合 情侣 / 朋友 / 家人 一起 住 ！,5,,朋友,36.046475536791384,4.859015,NN,2,dobj,4.495176 5.640717 5.655212 3.768824 4.859015 3.81384 5.011301 1.826964 2.145108 3.638258,4.0854415,,8.54650924575029,,2,3,0,1.0,5.655212000000001
2451,non-code-switch,PIT,3297,PIT_75, ,这个 是 房子 的 户型,5,,户型,42.806570138587816,6.7305470000000005,NN,0,root,2.896868 2.394189 5.377562 0.2218488 6.730547,3.5242029599999998,,9.527338498762015,,2,0,1,0.0,0.22184879999999998
2453,non-code-switch,PIT,620,PIT_78, ,可以 在家 做 烤肉 的 东西 ， 不 知道 怎么 翻译 了 。,6,,东西,35.38683440272933,3.454681,NN,3,dobj,3.535944 4.599517 2.669252 6.341751 0.9553899 3.454681 0.5892994 2.978872 1.837657 2.040431 3.355957 1.68262 1.767142,2.7545010230769242,,9.121873390653851,,2,3,0,0.0,0.9553898999999999
2455,non-code-switch,PIT,587,PIT_82, ,衣架 若干 ， 买 床 可 赠送,1,,衣架,42.62356362893542,7.042348,VV,0,root,7.042348 4.873463 1.806997 5.092518 5.423975 3.778821 4.653283,4.667343571428573,,10.625950787430126,,2,0,1,,
2457,non-code-switch,PIT,860,PIT_86, ,多 款 hp/toshiba 笔记本 直 降 $200-$300 ， 想 添置 电脑 的 同学 可以 考虑,11,,电脑,37.54759259032989,4.504014,NN,10,dobj,3.152754 2.954664 10.51329 5.586056 4.825644 3.60114 10.51329 1.197862 3.844658 6.695236 4.504014 1.207754 4.094697 2.750908 3.026119,4.564539066666667,,10.91363285988191,,2,1,0,0.0,6.695236
2459,non-code-switch,PIT,2560,PIT_88, ,大 厨房 ~~~,1,,大,33.143099498825805,2.780981,JJ,2,amod,2.780981 4.425743 9.387087,5.531270333333333,,6.9062996746494365,,1,1,0,,
2461,non-code-switch,PIT,1100,PIT_89, ,位置 优越 ， 交通 便利 ， 环境 良好 ， 有 基础 家具 。,11,,基础,34.23633526059791,4.584282,JJ,12,amod,4.678273 3.501437 0.2825466 1.267954 0.7549214 0.2455528 2.903477 3.480181 0.3933849 2.042519 4.584282 6.026398 1.201446,2.4124902076923083,,11.319097967990071,,2,1,0,0.0,2.042519
2463,non-code-switch,PIT,844,PIT_90, ,推荐 这 款 厨房 神器 —— 面 包机 ！,4,,厨房,38.67293858270291,5.653597,NN,5,compound:nn,5.023885 3.177586 5.524949 5.653597 6.09327 2.305486 3.955696 4.921245 4.630564,4.587364222222223,,7.807552529159051,,2,1,0,0.0,5.524948999999999
2465,non-code-switch,PIT,1480,PIT_91, ,公寓 地处 交通 便利 。,1,,公寓,39.049879525011114,4.876083,NN,2,nsubj,4.876083 5.395673 2.788875 1.848009 0.6321665,3.1081613,,7.358284798392494,,2,1,0,,
2467,non-code-switch,PIT,12,PIT_92, ,购买 时间 或 物品 来源 方式 ：,1,,购买,36.57612302454393,5.060607,VV,0,root,5.060607 4.129258 2.737323 3.883252 3.704242 4.042831 1.962407,3.6457028571428567,,9.815020571213797,,2,0,1,,
2469,non-code-switch,PIT,2655,PIT_94, ,街区 非常 安静 ， 治安 良好 的 犹太人 聚居 区域 。,3,,安静,38.69675269492312,3.3626910000000003,VA,0,root,5.512905 4.283478 3.362691 0.8222904 5.154499 1.611723 1.203928 4.000489 3.311681 2.412715 0.9820795,2.968952627272728,,7.557897852296509,,2,0,1,0.0,4.283478
2471,non-code-switch,PIT,1789,PIT_100, ,位于 小区 中央 内部 ， 前后 门 都 不 临街 ， 后门 落地 窗 没有 任何 阻挡 视野 开阔 ， 采光 非常 好 。,18,,视野,38.00257768628981,3.002697,NN,19,compound:nn,3.014365 5.201218 3.445896 4.065624 1.408327 4.059327 4.617688 3.078722 1.810443 5.647336 1.029384 5.648712 5.70113 5.477369 3.931847 1.418236 5.215285 3.002697 1.77581 0.2839966 5.870663 4.51334 1.782907 0.7249983,3.446888370833332,,11.319097967990071,,2,1,0,0.0,5.215285
2473,non-code-switch,PIT,667,PIT_101, ,黑色 架子 ， 大概 1 .,4,,大概,37.352020223005866,4.385107,AD,0,root,4.449072 6.903183 0.6853972 4.385107 10.51329 3.135041,5.011848366666666,,9.527338498762015,,2,0,1,1.0,6.903183
2475,non-code-switch,PIT,1402,PIT_102, ,请 先 短信 告知,1,,请,36.183894780954105,4.366777,VV,4,xcomp,4.366777 3.027156 5.904262 2.981251,4.0698615,,7.121896020328263,,1,3,0,,
2477,non-code-switch,PIT,268,PIT_105, ,可以 提供 安装 说明 。,3,,安装,37.230717306086675,4.087414,NN,4,compound:nn,3.535944 2.669672 4.087414 4.626034 1.096834,3.2031796000000003,,10.625950787430126,,2,1,0,0.0,2.6696720000000003
2479,non-code-switch,PIT,2218,PIT_110, ,有 后院 ， 既可 休闲 也 可 晾晒 衣物 。,4,,既可,46.813529655011045,10.16642,NN,5,compound:nn,2.715695 6.229505 0.8239087 10.51329 4.851213 3.320525 1.980057 7.703566 1.564466 1.207234,4.090945970000001,,12.012245148550015,,2,1,0,1.0,6.2295050000000005
2481,non-code-switch,PIT,81,PIT_118, ,有 兴趣 可以 联系 我 发 清晰 的 图 。,9,,图,36.17737887566448,4.273105,NN,6,dobj,2.715695 4.139023 3.434638 4.202637 4.145011 3.705003 5.596987 0.5852944 4.273105 1.164859,3.39622524,,9.614349875751646,,1,3,0,0.0,0.5852944
2483,non-code-switch,PIT,49,PIT_123, ,底价 甩卖 ， 有效期 至 4/28 .,4,,有效期,39.268831592328034,5.112469,NN,5,nsubj,6.308454 7.7008 1.352999 5.112469 0.6796649 10.51329 3.135041,4.971816842857144,,11.319097967990071,,3,1,0,1.0,7.7008
2485,non-code-switch,PIT,2723,PIT_124, ,优先 考虑 收 家具 的 同学 。,6,,同学,37.84294958304602,4.034758999999999,NN,2,dobj,5.415995 1.554323 4.755027 5.632544 1.33685 4.034759 0.8426741,3.3674531571428568,,7.885110763504925,,2,4,0,0.0,1.33685
2487,non-code-switch,PIT,889,PIT_129, ,电器 ， 乐器 ， 限定 电脑 ， 玩偶 。,3,,乐器,39.051137562638594,5.33323,NN,5,nsubj,6.100998 1.327359 5.33323 0.7962779 5.337262 3.973937 1.315337 6.690824 0.9854906,3.5400795,,12.012245148550015,,2,2,0,1.0,6.100998000000001
2489,non-code-switch,PIT,2025,PIT_130, ,现在 租 可以 优惠 一 个 月 房租 ！,7,,月,32.88193675789676,1.2159959999999999,NN,8,compound:nn,3.0935 5.692912 3.640443 5.301709 3.267603 5.279712 1.215996 6.712462 2.846461,4.116755333333334,,7.885110763504925,,1,1,0,0.0,5.279712
2491,non-code-switch,PIT,4436,PIT_131, ,之后 就 可以 和 车主 商量 价钱 ， 进入 购买 阶段 。,1,,之后,35.06858898519148,3.103395,AD,6,advmod,3.103395 3.032228 1.398608 2.594945 5.911292 5.817445 5.959689 0.9679531 3.381033 4.839725 4.583896 0.881927,3.539344675,,9.527338498762015,,2,5,0,,
2493,non-code-switch,PIT,870,PIT_132, ,建议 开车 来 拉 。,4,,拉,36.337352464096796,4.181886,VV,1,conj,4.772542 5.904084 2.152288 4.181886 2.178056,3.8377712,,11.319097967990071,,1,3,0,0.0,2.152288
2495,non-code-switch,PIT,2108,PIT_134, ,卧室 三 全 新 家具 。,5,,家具,38.99879812241052,6.025728,NN,0,root,6.527233 3.536484 3.882665 4.853031 6.025728 1.201446,4.3377645000000005,,7.397124631708758,,2,0,1,0.0,4.853031
2497,non-code-switch,PIT,3949,PIT_135, ,另 希望 租房 的 同学 同时 接手 一 批 家具 ， 详见 后面 物品 清单 部分 .,5,,同学,37.84294958304602,3.923754,NN,7,nsubj,3.093914 5.468032 4.985074 2.432533 3.923754 3.790992 4.441194 3.141783 2.218286 5.571408 0.9882128 4.581378 3.099676 5.195367 2.631371 4.239629 3.989153,3.7524562823529415,,7.885110763504925,,2,2,0,0.0,2.4325330000000003
2499,non-code-switch,PIT,3692,PIT_137, ,租金 ： $450 全 包 。,4,,全,34.51176850772505,3.909417,AD,5,advmod,7.042348 3.600711 10.51329 3.909417 4.892569 1.164418,5.1871255,,7.917900586327916,,1,1,0,0.0,10.51329
2501,non-code-switch,PIT,1281,PIT_141, ,还在 ， 继续 。,3,,继续,35.20451517288677,3.476438,VV,1,ccomp,10.51329 1.197862 3.476438 2.062311,4.31247525,,10.625950787430126,,2,2,0,1.0,10.51329
2503,non-code-switch,PIT,2880,PIT_143, ,有意 向 可以 联系 我 给 发 房间 照片 ， 房间 很 大 。,8,,房间,37.80790773343533,5.296191,NN,9,compound:nn,5.512905 3.560552 4.464975 4.11129 4.145011 2.848425 4.144636 5.296191 4.911899 0.7388616 5.329216 2.138427 3.383542 1.896284,3.7487296142857134,,7.021812561771281,,2,1,0,0.0,4.144636
2505,non-code-switch,PIT,2969,PIT_164, ,顶 -- 顶 -- 顶 --,1,,顶,38.971665256521675,4.495176,VV,0,root,4.495176 5.667901 4.733652 5.387271 4.733652 5.387271,5.067487166666666,,9.44729579108848,,1,0,1,,
2507,non-code-switch,PIT,1421,PIT_167, ,有 健身房 泳池 ， 性价比 高 ， 客厅 很 大 。,8,,客厅,39.62193529485629,5.992186,NN,10,nsubj,2.715695 5.961197 6.163095 0.9708116 6.330825 0.6238034 0.9248334 5.992186 4.221262 3.383542 1.896284,3.5621394909090913,,7.6302185138761365,,2,2,0,1.0,0.6238034
2509,non-code-switch,PIT,3657,PIT_173, ,长期 有效 。,2,,有效,35.33843024877958,5.056133999999999,VA,0,root,4.217338 5.056134 1.15321,3.4755606666666665,,11.319097967990071,,2,0,1,0.0,4.217338
2511,non-code-switch,PIT,1400,PIT_175, ,暖气 温度 可 自动 调节 。,2,,温度,37.77209115100908,4.878173,NN,5,nsubj,6.258925 4.878173 2.543958 3.231771 2.350211 1.430678,3.448952666666667,,10.91363285988191,,2,3,0,0.0,6.258925
2513,non-code-switch,PIT,2591,PIT_177, ,水压 测试 ， 是 正经 喷头,5,,正经,42.83090776249361,6.782935,JJ,6,amod,5.9621 4.487833 0.8442129 1.995037 6.782935 6.933665,4.500963816666667,,12.012245148550015,,2,1,0,0.0,1.995037
2515,non-code-switch,PIT,3691,PIT_178, ,一 层 是 餐厅 ， 客厅 和 厨房 ；,4,,餐厅,39.53213456365992,2.447441,NN,8,conj,2.791026 2.89797 1.749434 2.447441 0.640978 5.965428 1.346236 1.44281 1.908651,2.3544415555555562,,8.680040638374813,,2,4,0,0.0,1.749434
2517,non-code-switch,PIT,3981,PIT_180, ,作息 时间 固定 ， 相互 不 打扰 。,7,,打扰,40.46421106485444,4.312034,NN,6,dobj,6.067904 3.819058 3.891138 0.622718 4.772842 1.903643 4.312034 0.9289185,3.2897819375,,10.220485679321962,,2,1,0,0.0,1.903643
2519,non-code-switch,PIT,4047,PIT_182, ,暑假 刚刚 被 房东 重新 装修 过 ， 欢迎 随时 联系 房东 看房 。,6,,装修,39.9161430135382,2.313351,VV,0,root,5.211875 5.439241 1.583676 4.792987 4.110482 2.313351 1.808355 1.421091 5.046675 5.740503 3.344572 6.732337 7.926806 1.702315,4.083876142857143,,9.527338498762015,,2,0,1,0.0,4.110482
2521,non-code-switch,PIT,3823,PIT_183, ,现在 依然 有效 ！,3,,有效,35.33843024877958,2.534305,VA,0,root,3.0935 2.81279 2.534305 5.530104,3.49267475,,11.319097967990071,,2,0,1,0.0,2.81279
2523,non-code-switch,PIT,13,PIT_187, ,现在 状况 （ 新 旧 程度 ）,4,,新,33.70093484881479,3.532633,JJ,6,amod,3.0935 3.949156 2.326824 3.532633 3.871347 4.835093 2.318721,3.4181820000000003,,8.06100142996859,,1,2,0,1.0,3.949156
2525,non-code-switch,PIT,2307,PIT_189, ,精装 修 家具 全 免费 无线 上网 !,5,,免费,38.153624736746146,5.015528,JJ,7,amod,5.804013 4.939471 5.585263 3.700925 5.015528 2.859978 0.5855799 4.898229,4.1736233625,,7.721785707401626,,2,2,0,0.0,3.700925
2527,non-code-switch,PIT,1332,PIT_191, ,客厅 《 素雅 墙纸 ， 雕花 窗 架 》,3,,素雅,45.77854306222315,7.328380999999999,VV,0,root,6.258925 3.184835 7.328381 7.063399 0.6450946 7.050635 2.199964 3.931847 3.593113,4.584021511111111,,12.012245148550015,,2,0,1,1.0,6.258925
2529,non-code-switch,PIT,1663,PIT_192, ,注意 啦 ~ 好 房子 找 主人,4,,好,33.99205262349187,5.419643,JJ,5,amod,3.663691 5.938861 3.329773 5.419643 3.881676 5.094832 5.300745,4.6613172857142855,,6.786498474836817,,1,1,0,1.0,5.938861
2531,non-code-switch,PIT,660,PIT_193, ,--------------------------------- 更新 内容 --------------------------------- -,2,,更新,36.773567272044225,4.412605,NN,4,compound:nn,10.51329 4.412605 2.407641 10.51329 2.785588,6.1264828,,9.709660055555974,,2,2,0,0.0,10.51329
2533,non-code-switch,PIT,538,PIT_194, ,有 兴趣 请 联系 微 信号 ： jenny_shao 。,2,,兴趣,36.46474310429932,4.139023,NN,1,dobj,2.715695 4.139023 5.214319 3.53085 5.275205 2.845493 1.06923 10.51329 1.427697,4.081200222222224,,8.578257944064871,,2,1,0,0.0,2.715695
2535,non-code-switch,PIT,2748,PIT_196, ,煤气 和 水 大概 每 月 $20to $50 一 个 月 ， 取决于 使用 情况 。,6,,月,32.88193675789676,3.791489,NN,9,dep,6.100998 2.061066 3.312489 5.772948 2.325695 3.791489 10.51329 10.51329 2.366728 5.279712 1.215996 0.7572108 4.806476 1.911916 3.173753 0.7609249,4.0414988562500005,,7.885110763504925,,1,3,0,0.0,2.325695
2537,non-code-switch,PIT,2160,PIT_197, ,周边 环境 十分 安全 安静 ， 附近 住 有 不少 中国 学生 和 访问 学者 。,11,,中国,33.07257881927478,2.449357,NR,12,nmod:assmod,4.583487 4.707379 3.066803 3.246756 6.556713 0.8755206 4.051836 3.914422 2.115757 1.342126 2.449357 2.121259 2.071167 4.743375 4.691339 1.288533,3.2391143500000013,,8.83419131820207,,2,1,0,0.0,1.342126
2539,non-code-switch,PIT,637,PIT_200, ,有 兴趣 请 联系 我,2,,兴趣,36.46474310429932,4.139023,NN,1,dobj,2.715695 4.139023 5.214319 3.53085 4.016349,3.9232472,,8.578257944064871,,2,1,0,0.0,2.715695
2541,non-code-switch,PIT,2248,PIT_201, ,房东 太太 联系 方式 ：,2,,太太,37.849934518246,1.17448,NN,4,compound:nn,6.258925 1.17448 4.638011 4.424437 1.962407,3.6916519999999995,,10.402807236115915,,2,2,0,0.0,6.258925
2543,non-code-switch,PIT,3744,PIT_205, ,我们 送 全套 厨具 ， 家具 在 出租 期间 都 可以 用 。,8,,出租,37.64092386814696,5.503773000000001,NN,9,compound:nn,3.478143 4.580342 4.355895 6.593411 0.9094301 5.354653 2.698348 5.503773 4.027688 2.818366 1.702913 1.334412 2.79789,3.5504049307692314,,7.534908334071812,,2,1,0,0.0,2.6983479999999997
2545,non-code-switch,PIT,3648,PIT_206, ,暑假 回国 房子 空 三 个 月 ！,1,,暑假,39.33191221470255,5.211875,NN,2,nsubj,5.211875 2.838627 5.909632 4.998713 2.494323 0.9280026 1.09466 5.929039,3.67560895,,9.304194947447806,,2,1,0,,
2547,non-code-switch,PIT,613,PIT_207, ,还 有 一 个 打印机 和 茶几,5,,打印机,40.17668464281215,6.009189,NN,7,conj,4.255627 2.631451 1.687232 5.503237 6.009189 1.407041 6.585978,4.011393571428572,,10.402807236115915,,3,2,0,0.0,5.503237
2549,non-code-switch,PIT,2618,PIT_208, ,公寓 环境 ： 物业 管理 规范 。,1,,公寓,39.049879525011114,4.876083,NN,2,compound:nn,4.876083 4.674047 2.873678 6.231567 4.318769 3.114643 1.343963,3.9189642857142855,,7.358284798392494,,2,1,0,,
2551,non-code-switch,PIT,451,PIT_209, ,联系 方式 ： 可 打 电话 或 发 短信 ： 412-2730554,9,,短信,40.37973101360657,5.978599,NN,8,dobj,5.688997 4.478161 1.962407 3.868665 3.900948 3.913985 2.002586 4.221737 5.978599 2.046105 10.51329,4.415952727272726,,9.121873390653851,,2,1,0,0.0,4.221737
2553,non-code-switch,PIT,1282,PIT_211, ,房东 ： 美国人 ， 很 友好,3,,美国人,46.060563979240186,4.909681,NN,6,nsubj,6.258925 2.840469 4.909681 0.9953218 3.941013 3.784137,3.7882578,,10.91363285988191,,3,3,0,1.0,6.258925
2555,non-code-switch,PIT,902,PIT_212, ,杂七杂八 的 小 椅子 ， 小 板凳 ， 小 茶几 。,3,,小,34.79387678814236,3.104099,JJ,4,amod,7.791553 0.2688984 3.104099 6.166924 0.90309 3.801332 3.934012 0.8346568 3.717487 5.498216 1.290088,3.391850563636363,,8.183603752060922,,1,1,0,0.0,0.26889840000000004
2557,non-code-switch,PIT,4413,PIT_214, ,出门 在外 ， 你 的 平安 ， 就是 家人 的 幸福 。,9,,家人,38.45710672145997,4.641072,NN,11,nmod:assmod,6.100998 5.495429 0.8996066 3.545331 1.238616 5.163852 0.9794784 3.29428 4.641072 1.154655 4.37453 0.7903172,3.1398471000000003,,12.012245148550015,,2,2,0,0.0,3.29428
2559,non-code-switch,PIT,3629,PIT_217, ,底层 超大 地下室 ， 一 层 为 公共 区域 ： 客厅 餐厅 厨房 。,9,,区域,35.66818911693236,2.388865,NN,13,dep,5.478143 6.769464 5.922093 0.7214034 2.715986 2.372009 0.8760401 3.121251 2.388865 2.106474 6.329653 5.114741 3.490964 1.231964,3.4742178928571428,,9.709660055555974,,2,4,0,0.0,3.121251
2561,non-code-switch,PIT,302,PIT_218, ,冰箱 有 冷冻 、 保险 两 个 独立 的 柜 。,8,,独立,35.4296540546031,2.2975689999999998,JJ,10,amod,5.886802 3.161572 5.557072 1.870134 4.188826 3.869445 0.6215063 2.297569 0.2899805 6.001563 1.203928,3.177127072727272,,8.041953234997894,,2,2,0,0.0,0.6215063
2563,non-code-switch,PIT,1388,PIT_219, ,出门 就 有 车站 58/65/93,2,,就,33.22354599140499,1.783384,AD,3,advmod,6.100998 1.783384 1.581596 4.387604 10.51329,4.8733744,,7.208224103816759,,1,1,0,0.0,6.100998000000001
2565,non-code-switch,PIT,1298,PIT_220, ,租金 $1420 / mo ， 包 水电 燃气 ， wifi $79 / mo,1,,租金,38.29400493714088,7.042348,NN,13,dep,7.042348 10.51329 3.159547 5.127323 1.664176 5.03001 6.124396 2.354009 1.633148 7.126322 10.51329 3.159547 5.127323,5.274979153846154,,9.304194947447806,,2,12,0,,
2567,non-code-switch,PIT,794,PIT_222, ,如图 ， 价格 好 商量,1,,如图,42.779167797390656,10.16642,VV,0,root,10.51329 1.197862 4.356595 4.616126 4.039603,4.944695200000001,,10.91363285988191,,2,0,1,,
2569,non-code-switch,PIT,2530,PIT_227, ,可以 随时 看 房 ， 有 需要 的 联系 我 呗 ~,4,,房,36.40902317467261,4.600833000000001,NN,3,dobj,3.535944 3.2178 4.75417 4.600833 0.7960479 2.283153 2.912498 0.5200058 3.789685 4.286004 6.949315 4.856225,3.5418067250000003,,8.401327235905793,,1,1,0,0.0,4.754169999999999
2571,non-code-switch,PIT,2624,PIT_230, ,可分 为 三 个 独立 空间 ， 两 卧室 ， 一 个 客厅 。,5,,独立,35.4296540546031,2.50873,JJ,6,amod,5.592087 1.684178 2.727084 0.8277 2.50873 3.108103 0.9248334 3.348898 7.360385 0.6956164 2.14178 5.656124 6.088486 1.281693,3.138978414285714,,8.041953234997894,,2,1,0,0.0,0.8277
2573,non-code-switch,PIT,362,PIT_233, ,毕业 季 家具 低价 买 ， 东 西 还 在 不断 更新 中 ！,1,,毕业,36.23960286143689,3.007416,VV,0,root,3.007416 4.266762 6.163086 6.165352 2.789452 1.965805 3.613505 5.602277 3.734977 1.192875 2.165043 5.505853 1.889902 4.536798,3.7570787857142856,,8.793369323681816,,2,0,1,,
2575,non-code-switch,PIT,1936,PIT_241, ,交通 ： 步行 到 匹大2-3 分钟 。,3,,步行,39.58673302182878,6.324916,NN,4,nsubj,4.374603 1.217484 6.324916 1.342268 10.51329 3.923638 0.9013593,4.085365471428571,,8.456897087060604,,2,1,0,1.0,4.374603
2577,non-code-switch,PIT,3575,PIT_243, ,各个 房间 （ 卧室 、 卫生间 、 客厅 、 厨房 ） 均 有 窗户 ， 采光 通风 都 很 好 。,14,,窗户,39.87342654216339,4.926255,NN,13,dobj,4.498665 2.872042 2.29936 6.740094 0.9770508 1.860346 0.5509075 4.860315 0.30103 1.623803 2.532062 3.453453 1.163161 4.926255 0.7998947 5.863434 1.37026 2.886173 2.045587 3.525658 1.655329,2.704994285714286,,10.220485679321962,,2,1,0,0.0,1.1631610000000001
2579,non-code-switch,PIT,1191,PIT_247, ,押金 是 一 个 月 的 房租 ， 最后 一 个 月 就 不用 交 房租 了 。,12,,月,32.88193675789676,1.2159959999999999,NN,15,nsubj,7.042348 2.105408 1.173155 6.566783 1.215996 0.8548493 4.116363 0.39794 2.820243 1.255309 6.406688 1.215996 1.992476 3.425288 2.916281 3.206699 0.726807 1.533697,2.7206847944444448,,7.885110763504925,,1,3,0,0.0,6.406688
2581,non-code-switch,PIT,930,PIT_248, ,电路 基础 charlesk .,2,,基础,34.23633526059791,5.014166,NN,3,nsubj,5.100725 5.014166 10.51329 3.135041,5.9408055,,11.319097967990071,,2,1,0,0.0,5.100725
2583,non-code-switch,PIT,1675,PIT_251, ,环境 ： 周围 的 房子 住 的 基本上 都 是 匹 大 的 学生 。,12,,大,33.143099498825805,1.0278370000000001,JJ,14,amod,4.415995 2.990346 5.448144 0.5708259 4.114812 3.100087 1.224092 5.681374 0.6939341 0.3447145 5.395165 1.027837 1.111739 2.672959 0.9683146,2.650689273333333,,6.9062996746494365,,1,2,0,0.0,5.395165
2585,non-code-switch,PIT,1063,PIT_252, ,下面 为 交通 ， 房间 结构 和 房间 的 照片 。,10,,照片,37.173947005171044,3.565118,NN,0,root,3.547939 1.743118 4.342585 1.526078 5.122862 3.420506 1.550732 5.128942 1.076986 3.565118 0.7291858,2.886731981818182,,8.754148610528535,,2,0,1,0.0,1.076986
2587,non-code-switch,PIT,725,PIT_254, ,一 年 前 换 了 两 个 轮胎 ，,8,,轮胎,40.26780610772389,4.2902569999999995,NN,4,dobj,2.791026 1.391127 5.981416 5.722722 1.093248 2.288168 0.593789 4.290257 0.593264,2.749446333333333,,10.402807236115915,,2,4,0,0.0,0.593789
2589,non-code-switch,PIT,3586,PIT_259, ,房东 很 好 ， 有 任何 问题 都 可以 及时 解决 。,3,,好,33.99205262349187,3.5596330000000003,VA,0,root,6.258925 3.949425 3.559633 1.364868 2.337913 3.820983 2.042707 1.463423 0.9363309 3.951875 2.421983 1.060274,2.764028325,,6.786498474836817,,1,0,1,0.0,3.949425
2591,non-code-switch,PIT,1810,PIT_262, ,全景 落地窗 和 后院 ， 中央 空调 。,3,,和,31.77131877304266,2.643518,CC,4,cc,5.336814 7.753974 2.643518 5.001562 0.6574801 3.742475 5.61005 1.728974,4.0593558875,,6.288660046597637,,1,1,0,0.0,7.753974
2593,non-code-switch,PIT,2361,PIT_263, ,有 独立 洗衣机 ；,2,,独立,35.4296540546031,3.6373029999999997,JJ,3,amod,2.715695 3.637303 7.210039 2.844713,4.1019375,,8.041953234997894,,2,1,0,0.0,2.715695
