,sent_type,university,sent_id,aligned_to,original_sentence,translation,word_id,first_cs_word_form,first_cs_word_translation,frequency_negative_ln_first_cs_word_trans,surprisal_first_cs_word_trans,pos_tag_first_cs_word_trans,governor_first_cs_word_trans,deprel_first_cs_word_trans,surprisal_values,average_surprisal,bilingual_corpus_frequency_negative_log_first_cs_word,bilingual_corpus_frequency_negative_log_first_cs_word_trans,length_first_cs_word_form,length_first_cs_word_trans,dependency_distance,if_it_is_root,if_previous_word_is_punctuation,surprisal_of_previous_word
2281,non-code-switch,PSU,8263,PSU_1673, ,愿意 付 一 个 月 的 房租,3,,一,31.93797259339581,2.298853,CD,5,nummod,5.886802 3.175472 2.298853 5.508238 1.215996 0.8548493 4.116363,3.293796185714286,,5.4640260457876435,,1,2,0,0.0,3.175472
2283,non-code-switch,PSU,6272,PSU_1676, ,我 不 懂 如何 在 这里 传 照片 。,1,,我,32.83276152345772,3.527254,PN,3,nsubj,3.527254 2.161742 2.832648 4.679202 1.342794 2.598652 3.853068 4.154573 0.9763366,2.9029188444444443,,6.3458184604375845,,1,2,0,,
2285,non-code-switch,PSU,5635,PSU_1678, ,几乎 是 崭新 哦 ~,3,,崭新,38.20846609491361,5.397933999999999,VA,5,dep,4.088296 1.817994 5.397934 6.511528 2.350119,4.0331741999999995,,10.91363285988191,,2,2,0,0.0,1.8179939999999999
2287,non-code-switch,PSU,3129,PSU_1680, ,还有 电 钢琴 一 架 。,2,,电,36.176331262130134,4.994473999999999,NN,3,compound:nn,3.674056 4.994474 5.31459 3.019155 2.448194 1.813953,3.544070333333334,,9.179031804493803,,1,1,0,0.0,3.6740559999999998
2289,non-code-switch,PSU,6364,PSU_1685, ,转换 插 多少 钱 ?,4,,钱,36.23025673993639,1.592732,NN,2,dobj,5.001022 5.652315 5.376809 1.592732 5.681784,4.660932400000001,,10.220485679321962,,1,2,0,0.0,5.376809
2291,non-code-switch,PSU,273,PSU_1686, ,可以 接受 任何 付款 方式 包括 支付 宝 转账 （ 实时 汇率 ）,4,,付款,46.2326158693967,5.220484,NN,5,compound:nn,3.535944 2.988502 2.233733 5.220484 1.382672 2.499388 4.621325 4.994419 6.918678 2.512326 5.042733 3.804541 1.957617,3.670181692307693,,10.91363285988191,,2,1,0,0.0,2.233733
2293,non-code-switch,PSU,3143,PSU_1688, ,二 个 独立 阳台 （ 木质 结构 ；,3,,独立,35.4296540546031,2.390052,JJ,4,amod,3.222314 2.255829 2.390052 5.575429 1.743389 6.245769 1.211654 2.591522,3.15449475,,8.041953234997894,,2,1,0,0.0,2.2558290000000003
2295,non-code-switch,PSU,6688,PSU_1690, ,如 有 兴趣 ， 请 留 联系 方式 或 站 内 邮件 。,6,,留,36.17536950362236,4.861546,VV,2,dep,3.535182 2.729771 3.734898 0.9000635 3.865889 4.861546 4.796864 4.424437 2.938313 4.07715 5.764414 5.54895 1.033333,3.708523884615385,,10.91363285988191,,1,4,0,0.0,3.865889
2297,non-code-switch,PSU,2025,PSU_1691, ,住 客厅 也 没 问题 的 。,3,,也,32.843600245744305,2.439893,AD,4,advmod,4.785907 6.410323 2.439893 2.920441 4.61603 1.078519 1.987573,3.462669428571428,,6.918494947743255,,1,1,0,0.0,6.410323
2299,non-code-switch,PSU,401,PSU_1694, ,厨房 厨具 齐全 ， 无需 在 自行 准备 。,3,,齐全,38.212894692082,5.850079,VA,0,root,5.637844 6.749965 5.850079 0.370216 4.520974 1.544068 5.091876 2.737779 1.186842,3.7432936666666654,,8.228055514631755,,2,0,1,0.0,6.7499649999999995
2301,non-code-switch,PSU,1471,PSU_1698, ,镜头 是 前后 caps+pouch + 遮光罩 ！,3,,前后,37.23759437749139,5.0696959999999995,NN,4,compound:nn,4.893116 1.667754 5.069696 10.51329 3.99545 8.027798 4.222111,5.48417357142857,,10.91363285988191,,2,1,0,0.0,1.6677540000000002
2303,non-code-switch,PSU,1540,PSU_1702, ,您 是否 在 学习 劳累 之 余 想 学习 一些 乐器 ， 陶冶 情操 ， 放松 自己 ？,11,,乐器,39.051137562638594,3.7362339999999996,NN,9,dobj,5.160723 2.927026 1.799975 3.735281 6.784147 2.815749 4.399218 4.351087 3.093276 3.366332 3.736234 0.9994671 6.544823 6.323963 0.5777007 5.380833 2.014243 4.008775,3.7788251555555563,,12.012245148550015,,2,2,0,0.0,3.366332
2305,non-code-switch,PSU,4238,PSU_1714, ,职位 职责 ： 帮助 中国 学生 申请 美国 高中 ， 大学 ， 研究生 及 转学 ；,5,,中国,33.07257881927478,2.437647,NR,6,nmod:assmod,5.976814 5.948985 1.927338 5.214605 2.437647 3.05391 3.349377 2.777678 4.004964 1.045154 1.870266 2.072932 4.962862 2.563413 5.706179 3.586961,3.5311928125,,8.83419131820207,,2,1,0,0.0,5.214605000000001
2307,non-code-switch,PSU,6261,PSU_1718, ,小区 很 安静 ， 房租 也 合理 。,3,,安静,38.69675269492312,3.258603,VA,0,root,5.445959 3.50519 3.258603 0.30103 6.076556 1.9631 5.148401 1.284898,3.3729671250000006,,7.557897852296509,,2,0,1,0.0,3.5051900000000002
2309,non-code-switch,PSU,4235,PSU_1722, ,有 相关 工作 经验 或 学生会 活动 经验 者 优先 考虑 。,2,,相关,35.70357330614128,3.5971050000000004,JJ,3,amod,2.715695 3.597105 2.293015 1.725691 2.750976 5.404215 2.405144 4.436189 2.531809 4.041693 1.518804 1.05041,2.8725621666666665,,11.319097967990071,,2,1,0,0.0,2.715695
2311,non-code-switch,PSU,5855,PSU_1723, ,也 可 随 我 司 工作 人员 一同 前往 教育部 窗口 递交 材料 ， 更 有 保障 ， 更 放心 。,13,,材料,35.39159028015588,2.6095189999999997,NN,12,dobj,3.370151 1.429544 5.26063 3.136443 4.926491 2.801101 6.054504 3.256207 1.498951 4.123964 5.713761 5.844376 2.609519 0.9234266 3.061814 1.221507 2.98583 0.6642079 2.811026 5.112235 0.9195535,3.225011523809524,,10.91363285988191,,2,1,0,0.0,5.8443760000000005
2313,non-code-switch,PSU,4375,PSU_1727, ,如果 是 专业 教练 ， 可以 去 学校 球队 看看 ， 是否 招 助教,3,,专业,35.16310245337238,4.191337,JJ,4,amod,2.949325 1.734276 4.191337 3.408148 1.258286 3.027847 3.143072 2.838941 4.004452 6.293088 1.071467 4.238408 5.726716 5.690669,3.5411451428571428,,9.527338498762015,,2,1,0,0.0,1.734276
2315,non-code-switch,PSU,1626,PSU_1728, ,大使 所在 校园,3,,校园,38.51146428170304,4.456256,NN,2,dobj,5.550694 5.19486 4.456256,5.06727,,10.220485679321962,,2,1,0,0.0,5.19486
2317,non-code-switch,PSU,6342,PSU_1732, ,能 提供 菜单 价位 及 地址 吗 ？,4,,价位,39.50748564153412,6.602502,NN,6,conj,4.097932 2.192272 5.438151 6.602502 2.296874 4.617184 5.524935 0.1054398,3.859411225,,12.012245148550015,,2,2,0,0.0,5.438151
2319,non-code-switch,PSU,4077,PSU_1733, ,一 个 卧室 直接 面对 公园 。,6,,公园,37.838670619067905,4.0852260000000005,NN,5,dobj,2.791026 5.592477 4.559043 4.475307 2.797311 4.085226 1.092914,3.6276148571428566,,9.304194947447806,,2,1,0,0.0,2.797311
2321,non-code-switch,PSU,1722,PSU_1734, ,桌面 是 镜子 ， 非常 精美 。,3,,镜子,39.027817298806,5.621417,NN,0,root,5.249664 2.973875 5.621417 0.8059883 4.022264 3.242151 0.544068,3.208489614285714,,12.012245148550015,,2,0,1,0.0,2.973875
2323,non-code-switch,PSU,8261,PSU_1735, ,我 想 要 鞋 架子,4,,鞋,38.78491817704506,5.833393,NN,5,compound:nn,3.527254 1.742613 4.306548 5.833393 6.592298,4.4004212,,12.012245148550015,,1,1,0,0.0,4.306548
2325,non-code-switch,PSU,4867,PSU_1740, ,你 好 ， 已经 发 了 邮件 不 知道 有 没 有 收到 ？,1,,你,34.05114801368507,3.991114,PN,2,nsubj,3.991114 3.577481 1.413318 3.517206 3.492301 0.428147 5.195151 3.211556 1.763441 1.79572 4.341411 2.703747 4.586567 4.403383,3.172895928571428,,7.021812561771281,,1,1,0,,
2327,non-code-switch,PSU,6159,PSU_1753, ,一 楼 客厅 厨房 设备 齐全 可 放心 使用 。,4,,厨房,38.67293858270291,3.223316,NN,5,compound:nn,2.791026 5.695485 4.807052 3.223316 4.59892 6.351652 4.406229 4.356298 3.716657 1.051376,4.099801099999999,,7.807552529159051,,2,1,0,0.0,4.807052
2329,non-code-switch,PSU,5153,PSU_1764, ,各位 好 ！,1,,各位,38.6958086065419,5.415995,PN,2,nsubj,5.415995 2.56297 2.631756,3.536907,,10.066334999494703,,2,1,0,,
2331,non-code-switch,PSU,827,PSU_1765, ,家具 已 全 ， 包含 床 ， 书柜 ， 书桌 ， 和 椅子 。,1,,家具,38.99879812241052,5.804012999999999,NN,5,nsubj,5.804013 3.306401 3.500435 2.255773 3.394006 4.981259 0.7628116 7.737174 0.8293038 7.089008 0.8406437 2.78472 4.966744 0.9994671,3.5179827999999995,,7.397124631708758,,2,4,0,,
2333,non-code-switch,PSU,7886,PSU_1769, ,你 好 ， 请 问 还有 灯 卖 吗 ？,1,,你,34.05114801368507,3.991114,PN,2,nsubj,3.991114 3.577481 1.413318 3.100019 4.282516 3.793021 5.261843 5.24132 4.179102 0.1054398,3.49451738,,7.021812561771281,,1,1,0,,
2335,non-code-switch,PSU,227,PSU_1770, ,补充 下 ， 买 了 房屋 保险 ， 保险 。,6,,房屋,36.7830685525605,8.933909,NN,7,compound:nn,5.060607 4.465028 0.5665758 5.00972 2.690012 8.933909 4.919154 1.120305 2.22314 1.284497,3.6272947800000006,,9.709660055555974,,2,1,0,0.0,2.690012
2337,non-code-switch,PSU,8343,PSU_1771, ,暑假 期间 （ 从 现在 到 8 .,4,,从,33.467588606837374,2.371021,P,5,case,5.211875 1.408048 2.212986 2.371021 3.127863 1.438055 10.51329 3.135041,3.677272375,,8.205582658779697,,1,1,0,1.0,1.408048
2339,non-code-switch,PSU,6440,PSU_1775, ,既然 别的 同学 从 这里 搬 出来 都 不 说话 ， 那 楼 主 来 做 那个 坏人 吧 。,2,,别的,44.80412115378642,5.354437,DT,3,det,4.642696 5.354437 3.241786 3.249116 2.608423 6.078452 4.980465 3.66444 1.796567 3.290087 0.5075039 2.584631 5.173883 3.242847 4.345299 2.254802 4.157606 6.108593 5.16336 0.8976271,3.66713105,,10.066334999494703,,2,1,0,0.0,4.642696
2341,non-code-switch,PSU,8159,PSU_1779, ,无奈 ， 找 不 到 收据 ， 无法 退还 。,6,,收据,40.7278296024902,6.43939,NN,3,dobj,5.387967 0.8693898 4.730444 2.56803 3.536628 6.43939 0.6439224 3.586277 5.129645 0.9294189,3.38211121,,12.012245148550015,,2,3,0,0.0,3.536628
2343,non-code-switch,PSU,2683,PSU_1789, ,单打 接 发球 有 深度 ， 双打 接 发球 能 根据 需要 而 变化 。,11,,根据,34.45136322848277,2.9799700000000002,P,12,case,4.705596 6.416944 5.863786 2.251637 3.814687 0.845098 5.069195 5.904826 5.863786 3.192986 2.97997 1.702985 1.425969 3.243675 0.382085,3.577548333333333,,10.91363285988191,,2,1,0,0.0,3.192986
2345,non-code-switch,PSU,2390,PSU_1793, ,新 加 微波炉 ！,1,,新,33.70093484881479,2.903667,AD,2,advmod,2.903667 3.409133 7.18143 4.443642,4.484468,,8.06100142996859,,1,1,0,,
2347,non-code-switch,PSU,7713,PSU_1795, ,在 东方 超市 附近 。,2,,东方,37.12464262629954,3.571592,NN,4,compound:nn,1.464192 3.571592 6.005774 2.847538 1.190021,3.0158233999999995,,9.815020571213797,,2,2,0,0.0,1.464192
2349,non-code-switch,PSU,6578,PSU_1796, ,可以 拉线 。,2,,拉线,44.399574741195345,7.606292999999999,VV,0,root,3.535944 7.606293 1.800377,4.314204666666666,,12.012245148550015,,2,0,1,0.0,3.535944
2351,non-code-switch,PSU,2104,PSU_1798, ,拖车 是 什么 意思 ？,4,,意思,36.377774181096896,1.425885,NN,0,root,5.976814 3.345684 3.087903 1.425885 0.5862657,2.8845103400000003,,10.91363285988191,,2,0,1,0.0,3.087903
2353,non-code-switch,PSU,6704,PSU_1800, ,电气 费 均摊 ， 目前 每 月 不 超过 15$ / 人 。,7,,月,32.88193675789676,3.7410330000000003,NN,9,nsubj,5.291057 5.694763 7.740965 1.68071 2.668254 4.00544 3.741033 4.337362 1.760231 10.51329 3.159547 3.392837 0.5952206,4.1985161230769235,,7.885110763504925,,1,2,0,0.0,4.00544
2355,non-code-switch,PSU,4232,PSU_1802, ,公司 可以 为 优秀 员工 办理 工作 身份 签证 ， 但 不 需要 解决 身份 者 优先 。,8,,身份,36.57288908002845,4.483819,NN,9,compound:nn,3.704469 3.389961 2.084742 4.559801 5.283127 4.766292 4.588216 4.483819 5.867842 0.9692066 1.125714 2.093545 2.043836 2.817261 4.77785 2.810272 4.13863 0.5658115,3.3372441722222224,,10.402807236115915,,2,1,0,0.0,4.588216
2357,non-code-switch,PSU,3420,PSU_1804, ,我们 是 联合 培养 博士 ， 男生 。,5,,博士,37.0405947656678,0.8893017,NN,4,dobj,3.478143 1.287868 4.175124 2.754518 0.8893017 1.490235 5.40633 1.50958,2.6238874625,,11.319097967990071,,2,1,0,0.0,2.754518
2359,non-code-switch,PSU,2761,PSU_1805, ,带 所有 家具 。,3,,家具,38.99879812241052,3.847038,NN,1,dobj,4.192413 4.451536 3.847038 1.201446,3.42310825,,7.397124631708758,,2,2,0,0.0,4.451536
2361,non-code-switch,PSU,3638,PSU_1808, ,请 问 火车 从 哪里 出发 呀 ， 从 哪里 买 票 哈 ！,12,,票,37.58547182577809,3.4853739999999998,NN,11,dobj,4.366777 4.6344 5.112188 2.181252 3.425391 5.558821 6.444573 0.8666281 2.808721 3.467666 5.913416 3.485374 5.364246 2.644931,4.019598864285714,,10.220485679321962,,1,1,0,0.0,5.913416000000001
2363,non-code-switch,PSU,6055,PSU_1809, ,要求 室内 整洁 ， 有 干净 炊具 ， 附近 有 超市 等 易 补充 食材 的 渠道 。,1,,要求,34.23292238686411,4.813935,VV,0,root,4.813935 5.287304 6.569582 0.6255411 2.347508 5.966586 7.352644 0.7715207 3.983014 0.696632 5.093421 1.608444 4.672987 5.281563 4.186498 1.056761 4.684928 0.6361791,3.64639155,,8.83419131820207,,2,0,1,,
2365,non-code-switch,PSU,1940,PSU_1811, ,可以 租 半 年 吗 ？,4,,年,31.91615205723682,1.3867770000000001,M,3,mark:clf,3.535944 4.637306 4.398875 1.386777 6.773739 0.328867,3.510251333333333,,7.7355790295339615,,1,1,0,0.0,4.398875
2367,non-code-switch,PSU,8186,PSU_1816, ,希望 未来 一起 住 的 姑娘 能 一起 保持 房间 卫生 ， 友好 相处 。,11,,卫生,35.586443760029994,5.441453,NN,14,dep,4.628299 2.963564 4.128105 2.842906 1.010724 4.842742 3.641539 3.48512 3.843171 4.02598 5.441453 1.674762 6.011515 5.876404 1.169474,3.705717200000001,,10.066334999494703,,2,3,0,0.0,4.025980000000001
2369,non-code-switch,PSU,5438,PSU_1817, ,大 功率 吸尘器,3,,吸尘器,43.393111783408784,7.596660000000001,NN,0,root,2.780981 4.460505 7.59666,4.946048666666667,,10.91363285988191,,3,0,1,0.0,4.460505
2371,non-code-switch,PSU,2051,PSU_1818, ,无不良 嗜好 ， 可以 保证 公共 区域 的 卫生 。,9,,卫生,35.586443760029994,4.690016,NN,5,dobj,10.51329 5.815166 0.7883704 2.711107 3.184464 3.884155 2.319008 0.7647873 4.690016 1.706901,3.63772647,,10.066334999494703,,2,4,0,0.0,0.7647873000000001
2373,non-code-switch,PSU,5022,PSU_1821, ,有 没 有 图片 啊 ？,4,,图片,38.37506245860639,4.867393,NN,1,dobj,2.715695 4.66089 2.703747 4.867393 5.78545 1.242439,3.6626023333333335,,9.016512874996026,,2,3,0,0.0,2.703747
2375,non-code-switch,PSU,7611,PSU_1826, ,租车 公司 的 保险 跟 驾照 没关系 。,4,,保险,35.415446809809595,4.883719999999999,NN,7,nsubj,6.100998 4.012867 1.003824 4.88372 4.749524 6.135932 6.666935 0.7951846,4.293623075,,8.680040638374813,,2,3,0,0.0,1.003824
2377,non-code-switch,PSU,2732,PSU_1829, ,太 不 好意思 已经 回国 却 忘记 留 微 信号 码 了 房子 并 未 出租,7,,忘记,37.39731731822932,3.411382,VV,8,conj,4.023885 2.702604 4.878253 3.829679 4.45612 3.814617 3.411382 5.055848 4.991182 2.845493 5.579284 2.984069 4.234477 1.241998 3.239469 6.026989,3.9572093125,,12.012245148550015,,2,1,0,0.0,3.8146169999999997
2379,non-code-switch,PSU,2217,PSU_1835, ,标题 的 里程 数 忘 了 改 了 。,3,,里程,39.422232664577756,5.195172,NN,4,compound:nn,4.495176 0.9208187 5.195172 4.540254 6.681317 2.713268 4.705258 2.381616 1.353253,3.665125855555556,,10.91363285988191,,2,1,0,0.0,0.9208187
2381,non-code-switch,PSU,3070,PSU_1836, ,接着 顶 起来 ~ ~ 价格 好 商量,1,,接着,37.43152707551153,4.592087,AD,2,advmod,4.592087 5.026714 4.344688 5.416356 3.452109 5.637743 4.445062 4.039603,4.61929525,,12.012245148550015,,2,1,0,,
2383,non-code-switch,PSU,6085,PSU_1838, ,还有 上学 方便 ， 离 站台 很近 。,5,,离,36.56814478438097,4.002871,P,6,case,3.674056 5.509589 5.284146 1.013691 4.002871 3.703305 10.51329 1.427697,4.391080625,,8.348683502420371,,1,1,0,1.0,5.284146
2385,non-code-switch,PSU,2124,PSU_1839, ,沿途 的 小 地方 也 可以 。,3,,小,34.79387678814236,3.231785,JJ,4,amod,5.100725 1.454355 3.231785 2.770668 2.464331 1.644685 2.585326,2.7502678571428567,,8.183603752060922,,1,1,0,0.0,1.4543549999999998
2387,non-code-switch,PSU,6664,PSU_1843, ,餐桌 配 四 把 椅子 $406 .,1,,餐桌,40.44888500333305,6.258925,NN,2,nsubj,6.258925 5.103043 4.247529 3.609405 3.537356 10.51329 3.135041,5.200655571428571,,11.319097967990071,,2,1,0,,
2389,non-code-switch,PSU,2201,PSU_1844, ,二 楼 三 间 卧室 两 个 卫生间 。,5,,卧室,40.2431744402093,3.3798269999999997,NN,8,nsubj,3.222314 1.591621 3.038359 1.37026 3.379827 3.622607 0.6215063 4.908605 0.966715,2.524646033333333,,7.1602148846304,,2,3,0,0.0,1.37026
2391,non-code-switch,PSU,96,PSU_1848, ,一 楼 客厅 ， 餐厅 和 厨房 。,3,,客厅,39.62193529485629,4.807052,NN,0,root,2.791026 5.695485 4.807052 0.8922411 4.948161 1.058331 1.58121 0.7346855,2.81352395,,7.6302185138761365,,2,0,1,0.0,5.695485
2393,non-code-switch,PSU,967,PSU_1851, ,所有 东西 本人 都 很 爱惜 ， 要 搬家 真的 带 不 走 ， 欢迎 它们 的 新 主人 ！,2,,东西,35.38683440272933,3.0387310000000003,NN,6,nmod:topic,3.213507 3.038731 5.514427 2.452916 2.139817 4.338625 1.470807 3.250175 4.027903 5.532421 4.122174 3.107084 0.5282738 0.7664129 4.900801 3.794302 0.6699733 3.365472 4.683134 2.856233,3.1886594500000003,,9.121873390653851,,2,4,0,0.0,3.213507
2395,non-code-switch,PSU,297,PSU_1853, ,基本 为 村 里 性价比 最高 的 住处 。,6,,最高,36.053620336216454,1.294716,JJ,8,amod,4.114965 2.197835 3.205555 5.612672 6.9972 1.294716 0.1876399 4.698025 0.6586505,3.218584266666667,,9.614349875751646,,2,2,0,0.0,6.9972
2397,non-code-switch,PSU,7712,PSU_1857, ,如有 需要 ， 欢迎 及时 联系 ， 谢谢 ！,4,,欢迎,36.51355323359122,4.952102,NN,6,nsubj,5.012303 1.301372 0.2348693 4.952102 5.614003 3.986188 0.6587775 5.450413 1.941651,3.2390754222222222,,8.428726210093908,,2,2,0,1.0,1.301372
2399,non-code-switch,PSU,3085,PSU_1858, ,小区 门口 就 有 公交 车站 ， 可以 坐 ne/e ， 8 - 10 分钟 到 学校 图书馆 。,6,,车站,39.01579386573926,4.197186,NN,4,dobj,5.445959 2.721768 2.412963 1.467246 4.653872 4.197186 0.6448234 2.970974 3.894983 10.51329 1.197862 10.51329 2.785588 10.51329 3.923638 2.483603 3.656384 5.427085 1.090144,4.237576231578949,,9.44729579108848,,2,2,0,0.0,4.653872
2401,non-code-switch,PSU,3926,PSU_1860, ,基本 就是 拎包 入住 ， 不 需要 买 任何 东西 了 。,4,,入住,41.69283258475314,5.243498000000001,VV,12,dep,4.114965 3.216908 10.51329 5.243498 1.059009 2.933177 1.432731 4.062612 4.00049 2.215498 3.022285 0.3309932,3.5121213499999997,,7.885110763504925,,2,8,0,0.0,10.51329
2403,non-code-switch,PIT,856,PIT_0, ,木质 相 框 ， 可以 给 你 的 书架 书桌 增加 点 小 情趣 。,9,,书架,40.703262804965924,5.613821,NN,10,compound:nn,5.445959 4.770393 5.96859 0.9675621 2.148411 2.89443 1.519974 0.9482757 5.613821 6.844661 4.213088 5.108502 3.664275 6.752468 0.7201593,3.838704606666667,,10.402807236115915,,2,1,0,0.0,0.9482756999999999
2405,non-code-switch,PIT,4086,PIT_2, ,还 有 一 个 很 给 力 的 暖气,5,,很,33.813727952520395,3.3098449999999997,AD,6,advmod,4.255627 2.631451 1.687232 5.503237 3.309845 4.846031 3.040758 1.540257 5.858891,3.630369888888889,,6.498816402385034,,1,1,0,0.0,5.503237
2407,non-code-switch,PIT,157,PIT_3, ,一 张 餐桌 四 张 椅子,4,,四,34.01332813217431,3.5790349999999997,CD,6,nummod,2.791026 2.244758 4.385064 3.579035 1.992405 3.662752,3.109173333333333,,8.578257944064871,,1,2,0,0.0,4.385064
2409,non-code-switch,PIT,997,PIT_11, ,出门 过 两 条 街 就 是 新 符合 。,5,,街,38.207530578976105,2.245307,NN,1,dobj,6.100998 3.891092 1.944299 2.705241 2.245307 4.000317 2.174348 3.078052 5.350536 2.065732,3.3555922,,10.066334999494703,,1,4,0,0.0,2.705241
2411,non-code-switch,PIT,4223,PIT_21, ,房租 ： $397 .,1,,房租,39.825546227173426,6.258925,NN,3,dep,6.258925 3.471599 10.51329 3.135041,5.84471375,,8.348683502420371,,2,2,0,,
2413,non-code-switch,PIT,183,PIT_24, ,请 放心 在 以下 链接 中 查看 实物 图 :,8,,实物,37.870474402195924,5.662602,NN,9,compound:nn,4.366777 4.208165 2.326755 3.644184 3.854313 2.485388 4.506094 5.662602 4.549478 3.664395,3.9268151,,11.319097967990071,,2,1,0,0.0,4.506094
2415,non-code-switch,PIT,3633,PIT_25, ,位置 安全 ， 主要 居民 是 华人 学生 和 犹太人 。,4,,主要,33.87655116269933,2.771045,JJ,5,amod,4.678273 5.306049 1.073926 2.771045 3.117828 0.526809 2.361195 2.816567 1.830107 4.145355 1.008194,2.694122545454545,,9.239656426310237,,2,1,0,1.0,5.306049
2417,non-code-switch,PIT,999,PIT_26, ,另 有 全 套 家具 ， 基本 厨具 ， 真正 拎包 入住 ！,7,,基本,34.3044313703465,4.047382,JJ,8,amod,3.093914 4.112612 3.807448 4.903808 5.51093 0.9882128 4.047382 7.192815 0.9094301 4.2356 10.51329 5.243498 4.326986,4.529686607692307,,8.793369323681816,,2,1,0,1.0,5.51093
2419,non-code-switch,PIT,1819,PIT_35, ,有 健身房 泳池 ， 性价比 很 高 ， 房间 和 客厅 很 大 。,13,,大,33.143099498825805,3.383542,VA,7,conj,2.715695 5.961197 6.163095 0.9708116 6.330825 4.06636 3.62658 1.035325 5.203815 1.982175 5.106519 4.280362 3.383542 1.896284,3.765898971428572,,6.9062996746494365,,1,6,0,0.0,4.280362
2421,non-code-switch,PIT,4364,PIT_36, ,楼 主 可以 考虑 匹 大 的 游泳 俱乐部 。,8,,游泳,39.12420870390672,4.676716000000001,NN,9,compound:nn,5.387967 3.39245 4.00919 3.086786 5.128077 2.129812 1.111739 4.676716 2.379991 1.239227,3.2541955,,10.402807236115915,,2,1,0,0.0,1.111739
2423,non-code-switch,PIT,3243,PIT_39, ,提供 基本 家具 ， 即 可 入住 ！,2,,基本,34.3044313703465,3.00123,JJ,3,amod,4.022713 3.00123 6.181539 0.9882128 2.591675 3.979117 4.241282 4.326986,3.66659435,,8.793369323681816,,2,1,0,0.0,4.0227129999999995
2425,non-code-switch,PIT,596,PIT_40, ,食物 密封 盒,2,,密封,40.44421525815208,6.318017,VV,0,root,4.647604 6.318017 2.893232,4.619617666666667,,12.012245148550015,,2,0,1,0.0,4.647604
2427,non-code-switch,PIT,1535,PIT_41, ,费用 ： 水电 煤气 暖气 网络 全 包 ， 价格 可 议 。,4,,煤气,39.327892000421926,2.7802439999999997,NN,6,compound:nn,5.804013 3.200113 6.296006 2.780244 6.558852 4.44846 4.014061 5.172076 0.9694159 4.479709 2.961744 4.021317 0.9994671,3.977344461538462,,11.319097967990071,,2,2,0,0.0,6.296005999999999
2429,non-code-switch,PIT,1363,PIT_43, ,房屋 状况 : 全新 装修 ！,4,,全新,43.95958191583831,5.689036,JJ,5,amod,8.677697 4.479793 2.948149 5.689036 3.292529 4.541451,4.938109166666667,,8.83419131820207,,2,1,0,1.0,4.479793
2431,non-code-switch,PIT,948,PIT_44, ,感兴趣 的 请 电邮 hk .,4,,电邮,43.70734710093007,6.006705999999999,NN,3,dobj,7.042348 0.4746102 5.616476 6.006706 6.320295 1.056116,4.4194252,,12.012245148550015,,2,1,0,0.0,5.6164760000000005
2433,non-code-switch,PIT,679,PIT_50, ,你 好 ， 我 可以 购买 你 大部分 的 东西 ， 你 可以 加 我 微信吗 ？,1,,你,34.05114801368507,3.991114,PN,2,nsubj,3.991114 3.577481 1.413318 1.874156 2.068863 3.138092 4.32385 4.608524 0.8520069 3.671388 0.5892994 2.216765 1.118461 3.773731 4.075692 10.51329 3.961602,3.2804490176470584,,7.021812561771281,,1,1,0,,
2435,non-code-switch,PIT,1453,PIT_62, ,房间 白天 透亮 ， 完全 不 需要 灯 照明 。,8,,灯,38.902928992452814,5.4211339999999995,NN,9,compound:nn,5.415995 5.840722 7.340709 0.544068 3.799369 1.178401 1.591859 5.421134 2.964282 0.726807,3.4823345999999997,,10.402807236115915,,1,1,0,0.0,1.591859
2437,non-code-switch,PIT,2928,PIT_63, ,如果 不 介意 ， 还 可以 用 原来 住户 留下 的 床单 被罩 等 。,8,,原来,36.38275140518457,4.0513129999999995,JJ,9,amod,2.949325 1.943791 7.519878 0.7051303 2.879698 1.314212 1.661214 4.051313 4.792449 4.928054 0.7286339 5.808062 10.51329 2.689597 0.8342869,3.554595606666666,,11.319097967990071,,2,1,0,0.0,1.661214
2439,non-code-switch,PIT,4390,PIT_64, ,因为 椅子 放 不 下来 ， 睡 不 好 。,2,,椅子,39.03208804814121,5.532707,NN,3,nsubj,2.896955 5.532707 5.208152 2.559667 4.197722 0.4259687 5.519467 1.860346 4.447329 1.453107,3.41014207,,8.967722710826594,,2,1,0,0.0,2.8969549999999997
2441,non-code-switch,PIT,3881,PIT_67, ,地理 位置 相当 好 ， 性价比 非常 高 。,2,,位置,36.368108936233305,4.980064,NN,4,nsubj,4.474815 4.980064 3.058737 2.210315 0.7316084 6.385704 4.130677 1.615729 0.7802027,3.151983566666667,,8.61104776688786,,2,2,0,0.0,4.474815
2443,non-code-switch,PIT,4027,PIT_68, ,替 房东 发 一 条 租房 信息 ：,6,,租房,40.63277587272451,7.2975699999999994,NN,7,compound:nn,4.876083 6.539944 4.37211 1.832826 1.681785 7.29757 4.104209 2.108936,4.101682875,,9.179031804493803,,2,1,0,0.0,1.6817849999999999
2445,non-code-switch,PIT,2789,PIT_69, ,房间 ： 客厅 ， 卧室 都 有 空调,3,,客厅,39.62193529485629,6.312015,NN,7,nmod:topic,5.415995 2.870081 6.312015 0.8922411 6.307522 2.701496 1.13947 4.338739,3.7471948875,,7.6302185138761365,,2,4,0,1.0,5.415995
